epoch,mean_training_loss
442,0.036146168186103375
443,0.03521049714811067
444,0.035926780979630986
445,0.03565143384569317
446,0.03555874973518268
447,0.03540481263146415
448,0.036008129101094036
449,0.035416204527078644
450,0.03624049823998135
451,0.03553120664652385
452,0.03598756593089389
453,0.036433670750437894
454,0.03584693851919594
455,0.03515543148974186
456,0.034673782680986226
457,0.0359227087740842
458,0.03551713646570478
459,0.03587268157873535
460,0.03606913416298474
461,0.03584699951726896
462,0.03582389244473928
463,0.034996763921477395
464,0.034894970144893546
465,0.034671849541949226
466,0.034597013313872556
467,0.036410719868908106
468,0.03554350025666666
469,0.03567753618748596
470,0.035401625989913955
471,0.03505440659076141
472,0.03529542781463945
473,0.03621398798025664
474,0.03616162063372029
475,0.03590272742564086
476,0.03507638181670994
477,0.035227428019123604
478,0.03421135840594083
479,0.0343371900714249
480,0.035292472821441316
481,0.035369765934891606
482,0.034607401042656194
483,0.035439093235004535
484,0.03607752323126508
485,0.03530433889216719
486,0.03498730389007117
487,0.03540783374347983
488,0.035224769235480395
489,0.03502408114175892
490,0.035160829690775386
491,0.035340262196982906
492,0.03587322341310441
493,0.035886129158174476
494,0.03533805078231277
495,0.034847690318582196
496,0.03506285968245917
497,0.03589642306148023
498,0.03550052740298851
499,0.03541025203496561
500,0.035432141921838176
501,0.03531221528980707
502,0.034912631657522966
503,0.03578358358412389
504,0.03498383689916869
505,0.03539585480805542
506,0.035447549212105654
507,0.03538699210500541
508,0.035193494332359784
509,0.035310953607136465
510,0.03509732850284956
511,0.03473592895135026
512,0.03482058657453917
513,0.035029788850050224
514,0.035587269424081684
515,0.035524415115248544
516,0.03510399633550786
517,0.034778281868151434
518,0.035905557803771325
519,0.03598138604301408
520,0.034715108300674306
521,0.03567190496258846
522,0.036040606230161434
523,0.03517061902611439
524,0.034877081918949095
525,0.03411679749804285
526,0.03572648794091051
527,0.035586262382619145
528,0.03506926184359261
529,0.03570116405519648
530,0.03482248936594853
531,0.03515359177770673
532,0.0345181740286318
533,0.03456390918665253
534,0.03513156002496612
535,0.03514680651088632
536,0.035323994101723696
537,0.03470795624012485
538,0.03505698313259925
539,0.03537643065295159
540,0.03481468437004211
541,0.035277230103178084
542,0.03555426702235457
543,0.034956465108000954
544,0.035521516169378896
545,0.035799790677588886
546,0.03584655973039843
547,0.035789353978987845
548,0.0342959369156276
549,0.03500004822236048
550,0.03475108106974527
551,0.0357063852580019
552,0.03518383414283586
553,0.035884107246787374
554,0.03527884173744755
555,0.035381652927051734
556,0.03565957673233226
557,0.035601188832680875
558,0.034736843656535385
559,0.03563255907700437
560,0.03504696479533449
561,0.036042577129345874
562,0.035874645032545324
563,0.03522274129044473
564,0.035490520806852735
565,0.03544151924934068
566,0.03552707277210916
567,0.035090250718325014
568,0.035109642767097896
569,0.03506922993479503
570,0.03501793369724
571,0.03523343881736632
572,0.03404930522307689
573,0.034895928928200766
574,0.035652672440701666
575,0.034991259576607314
576,0.03434764409436531
577,0.03584089945064638
578,0.03514147785474226
579,0.03500739306272616
580,0.03476783201041679
581,0.033636383081922336
582,0.03476727219510428
583,0.03465235553499319
584,0.03537425359321469
585,0.03497615282337727
586,0.03479542600167625
587,0.03534386380776192
588,0.034909876402153796
589,0.03412833406281757
590,0.03457647377020564
591,0.035564620199851696
592,0.03409880389287932
593,0.03558388429262111
594,0.035731197859349986
595,0.03543902519214602
596,0.03554206479876926
597,0.03563565050344578
598,0.035277742031098444
599,0.03548298543554197
600,0.03530379781835144
601,0.03564185016276323
602,0.03470627517972994
603,0.035244316329392
604,0.0348897163073607
605,0.034629368745111425
606,0.03472599856357851
607,0.036111377411089315
608,0.03576233975788046
609,0.035231493864908106
610,0.034793475300070015
611,0.035640882570289766
612,0.034349838518083764
613,0.03451329375338329
614,0.033702082604155685
615,0.03580485655261356
616,0.03464177186913088
617,0.03547740002889048
618,0.03592640283359428
619,0.03530221676978536
620,0.0339616880872744
621,0.03433992992299541
622,0.03500297664447331
623,0.03526229370120619
624,0.034976595776049904
625,0.035457611656913954
626,0.03461678897607452
627,0.03563434296578881
628,0.03523501449075529
629,0.03425567006031212
630,0.035300645171647445
631,0.03521011566441283
632,0.035528311763065215
633,0.035590921403682245
634,0.03492260154287516
635,0.03487661173251254
636,0.0347742030195249
637,0.035347799153894174
638,0.03540228259393903
639,0.03479391698867373
640,0.03445256562452597
641,0.03483219719287674
642,0.035259543330148344
643,0.035787667798042946
644,0.03527132155376087
645,0.03445076452209
646,0.03543325259013198
647,0.03483031364639762
648,0.03442510812755292
649,0.035377432124200414
650,0.0348665538365875
